Hotel Name,City,Country,Rating,Price,Amenities,Review-1,Review-2,,,,,
Breeze Suites,Bangalore,India,4.2,1828,Air ConditioningConference RoomDiningFree InternetLaundry ServicePower backupRestaurant/Coffee ShopRoom Service,it was nice. it is near airport,Staff is very courteous. Enjoyed my stay. Breakfast is good.,,,,,
Ramada Encore,Bangalore,India,4.5,2478,Air ConditioningBusiness ServicesCCTV surveillanceConference RoomDiningFree InternetHealth-SpaLaundry Service,hassle free check-in. courteous staff. good rooms. breakfast was good too. location is pretty accessible. overall a good stay. shall definitely choose this again for my future visits.,beautiful rooms,,,,,
Hotel Swagath,Bangalore,India,4.5,1548,Air ConditioningCCTV surveillanceDiningDoctor On CallFree InternetIndoor EntertainmentLaundry ServicePower backup,Staff is well trained n cooperative; they respond to call immediately.,Excellent Service with courteous staff ready at a voice to serve you.,,,,,
Octave Plaza Hotel,Bangalore,India,4.2,1223,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceClean RoomClean linenConference RoomFree Internet,hello people.... it's a good place with good management and decent staff.. rooms are clean ... the location is in main market.... it's comfortable.. ,It's very pleasant experience.,,,,,
The Signature Inn,Bangalore,India,4.2,591,Air ConditioningCCTV surveillanceDiningFree InternetLaundry ServicePower backupRestaurant/Coffee ShopRoom Service,Singnature Inn hotel is lying in a prime location just near to KSR Banglore Railway station,Excellent front desk staff and room service staff.,,,,,
Tranzotel Bangalore Airport,Bangalore,India,3.9,944,CCTV surveillanceDiningDoctor On CallFree InternetIndoor EntertainmentLaundry ServicePower backupRoom Service,Good for families & for all.Food is good.Very peaceful & silent area & near to airport.Friendly customer service.,completely satisfied .clean rooms clean washroom. extraordinary food.hasslefree checkin.nearby international airport BANGALORE ,,,,,
Lemon Tree Premier Ulsoor Lake Bangalore,Bangalore,India,4.3,2746,Air ConditioningAirport Transfer (on Demand)Business ServicesCCTV surveillanceConference RoomDiningDoctor On CallFree Internet,It's a nice place to stay at Blore,Excellent stay,,,,,
Shoba Suites,Bangalore,India,4.2,3153,Air ConditioningCCTV surveillanceFree InternetIndoor EntertainmentLaundry ServiceOutdoor ActivitiesPower backupRoom Service,it was really pleasant stay at Shobha suits. Very good and quick service. Their staff is very courteous.,very spacious rooms,,,,,
Octave Hotel Double Rd,Bangalore,India,4.2,1344,Air ConditioningBanquet hallCCTV surveillanceConference RoomDiningDoctor On CallFree InternetPower backup,Friendly staff and clean rooms. Good location. The prices for the rooms are very reasonable and affordable.,Pros= 1. Good location - center of Bangalore. Just 4 kms from the Bangalore rly stn / Bus stn (Majestic). You can get BMTC AC bus to/from the airport to Majestic. Then get a cab to the hotel.,,,,,
Octave Studio Hotel,Bangalore,India,4.3,1460,Air ConditioningCCTV surveillanceClean RoomClean linenFree InternetLaundry ServiceParking FacilityPower backup,It exceeded my expectations. The room was pretty spacious for one person. It also has a mini kitchen with microwave,Good Stay. Very couple friendly. We booked for deluxe room only but upon seeing that we arrived as couples they immediately upgraded to suite room at no additional costs.,,,,,
Octave Hotel & Spa JP Nagar,Bangalore,India,4.1,1348,Air ConditioningBanquet hallCCTV surveillanceClean RoomClean linenConference RoomFree InternetLaundry Service,chose this hotel in a rush...but fortunately get no points to regret on...amazing room services and quite warming treatment to guests.,This is a budget hotel in the JP Nagar area. It's located in a prime area. Rooms are quite decent. But the room service is not so great. There is no dedicated restaurant here. So most of the items they get from outside only. If you just want to stay for overnight,,,,,
The Chancery,Bangalore,India,4.1,1955,Airport Transfer (on Demand)CCTV surveillanceConference RoomDoctor On CallFree InternetHealth-SpaLaundry ServiceOutdoor Activities,Nice Japanese hotel. Feels like you are living in Japan. Staff is good and food is good,Good location,,,,,
The Park Bangalore,Bangalore,India,4.2,2644,Air ConditioningBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor EntertainmentLaundry Service,nice stay...good food...quality of toiletries too good...centrally located...courteous staff...they allowed late check out by two hours,Nice Food.Nice Staff.Overall a very good experience,,,,,
Ramada Encore,Bangalore,India,4.5,2478,Air ConditioningBusiness ServicesCCTV surveillanceConference RoomDiningFree InternetHealth-SpaLaundry Service,hassle free check-in. courteous staff. good rooms. breakfast was good too. location is pretty accessible. overall a good stay. shall definitely choose this again for my future visits.,beautiful rooms,,,,,
Starlit Suites,Bangalore,India,4.2,1751,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDiningDoctor On CallFree Internet,Stay was good but a bit away from market area.,Good experience,,,,,
Vividus,Bangalore,India,4.4,3033,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDoctor On CallFree InternetHealth-Spa,good business hotel. good breakfast menu. rooms are clean but need a few windows. central location is excellent.,the experience with hotel was good,,,,,
Lemon Tree Hotel Electronics City Bangalore,Bangalore,India,4.4,1874,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDoctor On CallFree InternetHealth-Spa,It was a really nice experience. As always amazing buffet breakfast and great hospitality. Love staying at Lemon tree Hotels.,Well maintained property,,,,,
Lemon Tree Premier Ulsoor Lake Bangalore,Bangalore,India,4.3,2746,Air ConditioningAirport Transfer (on Demand)Business ServicesCCTV surveillanceConference RoomDiningDoctor On CallFree Internet,It's a nice place to stay at Blore,Excellent stay,,,,,
Royal Orchid Central,Bangalore,India,4,2178,Air ConditioningBanquet hallCCTV surveillanceConference RoomDoctor On CallFree InternetHealth-SpaIndoor Entertainment,Great experience! I had requested for a from on a high floor which they gave me. Clean room with quick service and pleasant staff.,good experience.staff was friendly. room was good with all amenities.,,,,,
Fortune Park JP Celestial-Member ITC Hotel Group,Bangalore,India,4.3,2599,Air ConditioningBusiness ServicesDoctor On CallFree InternetHealth-SpaLaundry ServicePower backupRoom Service,The overall experience was really good. Good spacious room and nice hospitality with good waiting area.,Hotel is okayish. Food options are good for breakfast as well as in roon dining. TV services are pathetic with most of the channels not subscribed! Surprising as the hotel is member of ITC branding and projects itself as a 4 star hotel. No HD channels,,,,,
Lemon Tree Hotel Whitefield,Bangalore,India,4.3,1793,Air ConditioningBusiness ServicesConference RoomDoctor On CallFree InternetLaundry ServiceParking FacilityPower backup,it was a great experience ,The room is neat and clean. The staff are courteous. The facilities like gym and pool are good.,,,,,
Ginger Bangalore (Whitefield),Bangalore,India,3.9,1494,Air ConditioningConference RoomDiningDoctor On CallFree InternetHealth-SpaLaundry ServiceParking Facility,The room was neat and tidy. The house keeping service was also good. I only had the issue that though the food is really good but veg options are less and costly. The stay was comfortable ,Hotel with good parking facility in Whitefield,,,,,
Octave Plaza Hotel,Bangalore,India,4.2,1223,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceClean RoomClean linenConference RoomFree Internet,hello people.... it's a good place with good management and decent staff.. rooms are clean ... the location is in main market.... it's comfortable.. ,It's very pleasant experience.,,,,,
Holiday Inn Express Bengaluru Yeshwantpur,Bangalore,India,4,2314,Air ConditioningBusiness ServicesCCTV surveillanceConference RoomContactless room serviceDiningDisinfectionDisposable serveware,Good Hotel,Good stay over all and was clean and hygiene! ,,,,,
Icon Boutique Hotel by Bhagini,Bangalore,India,4.3,1951,Air ConditioningCCTV surveillanceDiningFree InternetIndoor EntertainmentLaundry ServicePower backupRestaurant/Coffee Shop,Very good rooms very clean,The hotel is really nice and recommendable.,,,,,
Octave Hotel Double Rd,Bangalore,India,4.2,1344,Air ConditioningBanquet hallCCTV surveillanceConference RoomDiningDoctor On CallFree InternetPower backup,Friendly staff and clean rooms. Good location. The prices for the rooms are very reasonable and affordable.,Pros= 1. Good location - center of Bangalore. Just 4 kms from the Bangalore rly stn / Bus stn (Majestic). You can get BMTC AC bus to/from the airport to Majestic. Then get a cab to the hotel.,,,,,
Royal Orchid Resort & Convention Centre,Bangalore,India,4,4125,Air ConditioningBanquet hallCCTV surveillanceConference RoomDoctor On CallFree InternetHealth-SpaIndoor Entertainment,Courteous staff well Appointed rooms And wonderful food,A great stay location is good and food is also tasty.,,,,,
Fiestaa Resort n Events Venue,Bangalore,India,4,2861,Air ConditioningBonfireBusiness ServicesConference RoomFree InternetIndoor EntertainmentLaundry ServiceOutdoor Activities,great place. cool.,Nice location,,,,,
Collection O 12684 Compact Green View,Bangalore,India,4.1,633,CCTV surveillanceIndoor EntertainmentRoom ServiceSpa,clean and spacious rooms,The room was really big and clean. Breakfast was provided. Bathroom was clean too.,,,,,
Orel Inn - BTM Layout,Bangalore,India,4,1509,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDiningDoctor On CallFree Internet,great stay at affordable prices. each and every rooms are very airy and have balcony. staffs are very courteous and serves with a smile. foods are also tasty.,It was a wonderful experience! Safe place,,,,,
Octave Hotel & Spa JP Nagar,Bangalore,India,4.1,1252,Air ConditioningBanquet hallCCTV surveillanceClean RoomClean linenConference RoomFree InternetLaundry Service,chose this hotel in a rush...but fortunately get no points to regret on...amazing room services and quite warming treatment to guests.,This is a budget hotel in the JP Nagar area. It's located in a prime area. Rooms are quite decent. But the room service is not so great. There is no dedicated restaurant here. So most of the items they get from outside only. If you just want to stay for overnight,,,,,
The Park Bangalore,Bangalore,India,4.2,2644,Air ConditioningBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor EntertainmentLaundry Service,nice stay...good food...quality of toiletries too good...centrally located...courteous staff...they allowed late check out by two hours,Nice Food.Nice Staff.Overall a very good experience,,,,,
Hyatt Centric MG Road Bangalore,Bangalore,India,4.5,3999,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDiningDoctor On CallFree Internet,Great service by the staff. The food at the in house restaurant is amazing.,Great experience from check in till check out,,,,,
WelcomHotel Bengaluru - Member ITCHotel Group,Bangalore,India,4.6,3600,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomContactless check-inContactless room serviceDining,It was overall a great experience staying here,Extremely helpful and polite staff. Fabulous rooms. Great buffet.,,,,,
